domain,primary_email,email_2,email_3,all_emails,email_source_url,pages_checked,source,status,niche,confidence,review_flag,review_reason,contact_form,contact_form_url,wayback_snapshot_date,date_scraped
npseo.pl,,,,,,12,smtp_catchall,no_email_found,Technology,low,yes,smtp_catchall,,,,23/06/2026
radio90.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
portalmorski.pl,,,,,,12,smtp_catchall,no_email_found,General / Other,low,yes,unclassified_niche; smtp_catchall,Yes,https://portalmorski.pl,,23/06/2026
naszraciborz.pl,redakcja@naszraciborz.pl,,,redakcja@naszraciborz.pl,https://www.naszraciborz.pl/site/art/7-strony-partnerskie/57-regionalny-informator-ekologiczny/123843-ruszyl-nabor-wnioskow-w-programie-mikroretencja,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
40ton.net,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
bikeworld.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
radioplus.com.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
warsztat.pl,portal@warsztat.pl,ado@goldman.pl,,portal@warsztat.pl | ado@goldman.pl,https://warsztat.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
crazynauka.pl,info@crazynauka.pl,,,info@crazynauka.pl,https://crazynauka.pl/about,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
pyszniej.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
izolacje.com.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
walbrzych.dlawas.info,redakcja@walbrzychdlawas.info,w.kazmirowicz@wieszco.pl,,redakcja@walbrzychdlawas.info | w.kazmirowicz@wieszco.pl,https://walbrzych.dlawas.info,12,scraper,needs_manual_check,Entertainment,medium,yes,domain_mismatch,Yes,"https://walbrzych.dlawas.info/wiadomosci/walbrzych-dwie-male-dziewczynki-pogryzione-przez-psy-w-typie-amstaffa/cid,43422,a",,23/06/2026
wadowice24.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
foodfakty.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
tcz.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
dts24.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
infoarchitekta.pl,,,,,,12,,no_email_found,News / Media,,yes,no_email_found,,,,23/06/2026
elblag.com.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
rybnik.dlawas.info,rybnik@dlawas.info,,,rybnik@dlawas.info,https://rybnik.dlawas.info,12,scraper,verified,Technology,high,,,Yes,"https://rybnik.dlawas.info/wiadomosci/poklocil-sie-z-partnerka-za-duzo-wypil-tak-sie-tlumaczy-podpalacz-z-boguszowic/cid,31155,a",,23/06/2026
kepno.dlawas.info,kepno@dlawas.info,,,kepno@dlawas.info,https://kepno.dlawas.info,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,"https://kepno.dlawas.info/wiadomosci/znecal-sie-nad-partnerka-29-latek-musi-opuscic-miejsce-zamieszkania/cid,20159,a",,23/06/2026
magazynbieganie.pl,redakcja@magazynbieganie.pl,,,redakcja@magazynbieganie.pl,https://magazynbieganie.pl,12,scraper,verified,Blog / Content Site,high,,,Yes,https://magazynbieganie.pl,,23/06/2026
eprzedsiebiorca.com.pl,kontakt@eprzedsiebiorca.com.pl,,,kontakt@eprzedsiebiorca.com.pl,https://eprzedsiebiorca.com.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
visiton.pl,,,,,,0,blocked:hotel,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
radioemaus.pl,radioemaus@swietywojciech.pl,studio.emaus@swietywojciech.pl,promocja.emaus@swietywojciech.pl,radioemaus@swietywojciech.pl | studio.emaus@swietywojciech.pl | promocja.emaus@swietywojciech.pl | kuria@archpoznan.pl,https://radioemaus.pl,12,scraper,needs_manual_check,Blog / Content Site,medium,yes,domain_mismatch,,,,23/06/2026
cgm.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
glos.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
rewal.net.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
well.pl,redakcja@well.pl,kontakt@ptwp.pl,,redakcja@well.pl | kontakt@ptwp.pl,https://well.pl,12,scraper,verified,Lifestyle,high,,,,,,23/06/2026
przedszkolowo.pl,,,,,,12,smtp_catchall,no_email_found,General / Other,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
joblife.pl,info@joblife.pl,,,info@joblife.pl,,12,smtp_guess,needs_manual_check,,low,yes,unclassified_niche; smtp_guess,,,,23/06/2026
magazyngitarzysta.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
nalamach.pl,,,,,,12,smtp_catchall,no_email_found,General / Other,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
agro-market24.pl,info@agro-market24.pl,info@fratellirosetti.it,,info@agro-market24.pl | info@fratellirosetti.it,https://agro-market24.pl/contact,12,scraper,verified,Blog / Content Site,high,,,Yes,https://agro-market24.pl/contact,,23/06/2026
goodgameempire.eu,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
creativosonline.org,,,,,,12,,no_email_found,News / Media,,yes,no_email_found,,,,23/06/2026
gpcodziennie.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
rentools.pl,team@rentools.pl,,,team@rentools.pl,https://rentools.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
ohme.pl,,,,,,0,blocked:hotel+resort,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
architektura.info,,,,,,0,blocked:hotel,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
zawszepomorze.pl,redakcja@zawszepomorze.pl,reklama@zawszepomorze.pl,,redakcja@zawszepomorze.pl | reklama@zawszepomorze.pl,https://zawszepomorze.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://zawszepomorze.pl,,23/06/2026
beforewegetold.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
transinfo.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
wakacyjnapolisa.pl,kontakt@wakacyjnapolisa.pl,,,kontakt@wakacyjnapolisa.pl,https://wakacyjnapolisa.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
mmponline.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
szukampracy.pl,kontakt@szukampracy.pl,rafal.kowalczyk@kfrobotics.pl,,kontakt@szukampracy.pl | rafal.kowalczyk@kfrobotics.pl,https://szukampracy.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
polskiprzemysl.com.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
atrakcjeciechocinka.pl,redakcja@atrakcjeciechocinka.pl,,,redakcja@atrakcjeciechocinka.pl,https://atrakcjeciechocinka.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
psy.pl,,,,,,12,smtp_catchall,no_email_found,General / Other,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
radiozamosc.pl,biuro@radiozamosc.pl,,,biuro@radiozamosc.pl,https://radiozamosc.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
magazyn-motoryzacyjny.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
otouczelnie.pl,reklama@otouczelnie.pl,kontakt@otouczelnie.pl,,reklama@otouczelnie.pl | kontakt@otouczelnie.pl,https://otouczelnie.pl,12,scraper,verified,Technology,high,,,Yes,https://otouczelnie.pl,,23/06/2026
emkielce.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
limanowa.in,,,,,,12,smtp_catchall,no_email_found,,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
izielnik.pl,sklep@izielnik.pl,,,sklep@izielnik.pl,https://izielnik.pl,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
wbijam.pl,,,,,,12,smtp_catchall,no_email_found,General / Other,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
wisla-plock.pl,poczta@wisla-plock.pl,,,poczta@wisla-plock.pl,https://wisla-plock.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
etransport.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
rzeszow-news.pl,reklama@rzeszow-news.pl,,,reklama@rzeszow-news.pl,https://rzeszow-news.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
wtk.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://wtk.pl,,23/06/2026
urbanity.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
swidnica24.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
infodent24.pl,kontakt@ptwp.pl,,,kontakt@ptwp.pl,https://infodent24.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,,,,23/06/2026
inrzeszow.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
edunews.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,Yes,https://edunews.pl,,23/06/2026
info.elblag.pl,redakcja@info.elblag.pl,,,redakcja@info.elblag.pl,https://info.elblag.pl,12,scraper,verified,Entertainment,high,,,,,,23/06/2026
gracz.org,redakcja@gracz.org,,,redakcja@gracz.org,https://gracz.org,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
sucha24.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
e-sochaczew.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
managerplus.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
esanok.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
radiobielsko.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
horecanet.pl,,,,,,0,blocked:hotel,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
pramed.pl,rejestracja@pramed.pl,,,rejestracja@pramed.pl,https://pramed.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://pramed.pl,,23/06/2026
agronews.com.pl,redakcja@agronews.com.pl,,,redakcja@agronews.com.pl,https://agronews.com.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://agronews.com.pl,,23/06/2026
cowzdrowiu.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
historykon.pl,redakcja@historykon.pl,,,redakcja@historykon.pl,https://historykon.pl/contact,9,scraper,verified,News / Media,high,,,,,,23/06/2026
ccnews.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
szerokikadr.pl,olga.chelchowska@walk.pl,dominika.plawiak@walk.pl,,olga.chelchowska@walk.pl | dominika.plawiak@walk.pl,https://www.szerokikadr.pl/wydarzenia/nikon-mecenasem-grand-press-photo-2018,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,Yes,https://www.szerokikadr.pl/inspiracje/staffan-widstrand,,23/06/2026
niebieskiepudelko.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
mentalist.pl,kontakt@mentalist.pl,,,kontakt@mentalist.pl,https://mentalist.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
infowire.pl,media@infowire.pl,redakcja@infowire.pl,,media@infowire.pl | redakcja@infowire.pl,https://infowire.pl,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
magazynprzemyslowy.pl,mm.redakcja@magazynprzemyslowy.pl,biuro@chmpolska.pl,,mm.redakcja@magazynprzemyslowy.pl | biuro@chmpolska.pl,https://magazynprzemyslowy.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
gsmonline.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
karierawfinansach.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
mitsmr.pl,infolinia@ican.pl,,,infolinia@ican.pl,https://mitsmr.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,,,,23/06/2026
eskarock.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
zaradnyfinansowo.pl,,,,,,12,smtp_catchall,no_email_found,,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
epiotrkow.pl,kontakt@epiotrkow.pl,reklama@strefa.fm,,kontakt@epiotrkow.pl | reklama@strefa.fm,https://epiotrkow.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://epiotrkow.pl,,23/06/2026
radiopogoda.pl,kontakt@radiopogoda.pl,,,kontakt@radiopogoda.pl,https://radiopogoda.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
blog.ongeo.pl,kontakt@ongeo.pl,paulina.multan@ongeo.pl,,kontakt@ongeo.pl | paulina.multan@ongeo.pl,https://blog.ongeo.pl,12,scraper,verified,Blog / Content Site,high,,,,,,23/06/2026
media2.pl,,,,,,12,smtp_catchall,no_email_found,,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
elektro.info.pl,,,,,,12,smtp_catchall,no_email_found,,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
agroprofil.pl,agroprofil@agroprofil.pl,prenumerata@agroprofil.pl,z.pucek@agroprofil.pl,agroprofil@agroprofil.pl | prenumerata@agroprofil.pl | z.pucek@agroprofil.pl | a.pokrzywinska@agroprofil.pl | m.szaroleta@agroprofil.pl | biuro@agrowydawnictwo.pl,https://agroprofil.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
brandsit.pl,,,,,,12,smtp_catchall,no_email_found,Technology,low,yes,smtp_catchall,Yes,https://brandsit.pl,,23/06/2026
radioniepokalanow.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
podoslonami.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,Yes,https://podoslonami.pl,,23/06/2026
ubezpieczeniaonline.pl,kontakt@ubezpieczeniaonline.pl,,,kontakt@ubezpieczeniaonline.pl,https://ubezpieczeniaonline.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
klimatyzacja.pl,,,,,,0,blocked:hvac,skipped_irrelevant,Construction / Trades,,,,,,,23/06/2026
spiewnik.wywrota.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
spokeo.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
prestizszczecin.pl,alicja.kruk@prestizszczecin.pl,redakcja@eprestiz.pl,kupis@eprestiz.pl,alicja.kruk@prestizszczecin.pl | redakcja@eprestiz.pl | kupis@eprestiz.pl | tessar@eprestiz.pl,https://prestizszczecin.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
funer.com.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
pobierowo.net.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
milmag.pl,gs@milmag.pl,jl@milmag.pl,jll@milmag.pl,gs@milmag.pl | jl@milmag.pl | jll@milmag.pl | ps@milmag.pl | milmag@milmag.pl,https://milmag.pl/contact,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
f5.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
grafmag.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://grafmag.pl,,23/06/2026
radioglos.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
dabki.pl,biuro@akcept.eu,,,biuro@akcept.eu,https://dabki.pl/contact,12,scraper,needs_manual_check,Blog / Content Site,medium,yes,domain_mismatch,Yes,https://dabki.pl/contact,,23/06/2026
worldcam.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
braclowiecka.pl,braclowiecka@oikos.net.pl,prenumerata@oikos.net.pl,,braclowiecka@oikos.net.pl | prenumerata@oikos.net.pl,https://braclowiecka.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
seogroup.pl,office@seogroup.pl,warsaw@seogroup.pl,marcin.luks@seogroup.pl,office@seogroup.pl | warsaw@seogroup.pl | marcin.luks@seogroup.pl,https://seogroup.pl,12,scraper,verified,Technology,high,,,Yes,https://seogroup.pl,,23/06/2026
ino.online,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
malezakopane.pl,,,,,,0,blocked:hotel+resort,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
psychologiawpraktyce.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,Yes,https://psychologiawpraktyce.pl/video/psychologia-a-seksualnosc-pary-blok-ii-seksualnosc-pozaseksualne-motywy-przekonania-na-swoj-temat-partnera-fantazje,,23/06/2026
e-play.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
portal.faktura.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,Yes,https://portal.faktura.pl,,23/06/2026
open.fm,team@open.fm,,,team@open.fm,https://open.fm,12,scraper,verified,Technology,high,,,,,,23/06/2026
biznes-meble.pl,reklama@biznes-meble.pl,redakcja@biznes-meble.pl,,reklama@biznes-meble.pl | redakcja@biznes-meble.pl,https://biznes-meble.pl/contact,12,scraper,verified,Lifestyle,high,,,,,,23/06/2026
owg.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
audiostereo.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
ddwloclawek.pl,rekrutacja@wlodarczyk.com.pl,ew@ritmo24.de,,rekrutacja@wlodarczyk.com.pl | ew@ritmo24.de,https://ddwloclawek.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
magwet.pl,kontakt@magwet.pl,magwet-reklama@medical-tribune.pl,kontakt@medical-tribune.pl,kontakt@magwet.pl | magwet-reklama@medical-tribune.pl | kontakt@medical-tribune.pl,https://magwet.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
seosem24.pl,info@seosem24.pl,,,info@seosem24.pl,https://seosem24.pl,12,scraper,verified,Technology,high,,,Yes,https://seosem24.pl,,23/06/2026
film.org.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
problematicclimbing.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
polskicaravaning.pl,redakcja@polskicaravaning.pl,ado@goldman.pl,,redakcja@polskicaravaning.pl | ado@goldman.pl,https://polskicaravaning.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://polskicaravaning.pl,,23/06/2026
hej.mielec.pl,praca@dohmeyer.com,kadry@mktserwis.pl,,praca@dohmeyer.com | kadry@mktserwis.pl,https://hej.mielec.pl,12,scraper,needs_manual_check,Technology,medium,yes,domain_mismatch,,,,23/06/2026
log24.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
ekspertbudowlany.pl,,,,,,12,smtp_catchall,no_email_found,,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
pasieka24.pl,info@pasieka24.pl,,,info@pasieka24.pl,https://pasieka24.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
o-m.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
jagodnik.pl,biuro@jagodnik.pl,contact@newspaper.com,,biuro@jagodnik.pl | contact@newspaper.com,https://jagodnik.pl,12,scraper,verified,Technology,high,,,,,,23/06/2026
wedkuje.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
weekendfm.pl,info@weekendfm.pl,redakcja@weekendfm.pl,reklama@weekendfm.pl,info@weekendfm.pl | redakcja@weekendfm.pl | reklama@weekendfm.pl,https://weekendfm.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://weekendfm.pl,,23/06/2026
planujdomiogrod.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
olneo.pl,,,,,,12,,no_email_found,Travel,,yes,no_email_found,,,,23/06/2026
esensja.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
portfel.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
satkurier.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
auto-blog.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
radiozw.com.pl,radiozw@radiozw.com.pl,,,radiozw@radiozw.com.pl,https://radiozw.com.pl,12,scraper,verified,News / Media,high,,,,,,23/06/2026
raczkujemy.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
magazyn-kuchnia.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
ogloszenia.moja-ostroleka.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
infosecurity24.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
forum.moja-ostroleka.pl,redakcja@moja-ostroleka.pl,,,redakcja@moja-ostroleka.pl,https://forum.moja-ostroleka.pl,12,scraper,verified,Entertainment,high,,,,,,23/06/2026
wpolskichgorach.pl,,,,,,0,blocked:hotel,skipped_irrelevant,Hotels / Accommodation,,,,,,,23/06/2026
forbot.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
skijumping.pl,redakcja@skijumping.pl,,,redakcja@skijumping.pl,https://skijumping.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://skijumping.pl/contact,,23/06/2026
magazynauto.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
fitmade.pl,kontakt@fitmade.pl,,,kontakt@fitmade.pl,https://fitmade.pl,12,scraper,verified,Technology,high,,,Yes,https://fitmade.pl,,23/06/2026
trustedcosmetics.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
food-forum.pl,kontakt@ncez.pl,d.liszka@maspex.com,,kontakt@ncez.pl | d.liszka@maspex.com,https://food-forum.pl/artykul/ekspress-dietetyczny-nr-2-narodowego-centrum-edukacji-zywieniowej,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
naukatolubie.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,Yes,https://naukatolubie.pl,,23/06/2026
hurtidetal.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
aboutmarketing.pl,,,,,,12,smtp_catchall,no_email_found,Technology,low,yes,smtp_catchall,,,,23/06/2026
slupca.pl,biuro@slupca.pl,,,biuro@slupca.pl,https://slupca.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://slupca.pl,,23/06/2026
dlalejdis.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,Yes,https://dlalejdis.pl/artykuly/espresso-ktore-pasuje-do-twojego-rytmu-dnia,,23/06/2026
gazetabytomska.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
kochamwroclaw.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
olsztyn24.com,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
infosiedlce.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
krknews.pl,,,,,,0,blocked:pub,skipped_irrelevant,Bar / Pub,,,,,,,23/06/2026
biznesradar.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
infoilawa.pl,kontakt@infoilawa.pl,,,kontakt@infoilawa.pl,https://infoilawa.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,,,,23/06/2026
ppr.pl,,,,,,12,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
4fun.tv,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
ibeauty.pl,redakcja@ibeauty.pl,,,redakcja@ibeauty.pl,https://ibeauty.pl,12,scraper,verified,Lifestyle,high,,,,,,23/06/2026
24opole.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
samequizy.pl,,,,,,12,smtp_catchall,no_email_found,Technology,low,yes,smtp_catchall,Yes,https://samequizy.pl,,23/06/2026
anywhere.pl,,,,,,12,,no_email_found,Lifestyle,,yes,no_email_found,,,,23/06/2026
swiatobrazu.pl,,,,,,6,,no_email_found,,,yes,unclassified_niche; no_email_found,,,,23/06/2026
wrp.pl,,,,,,12,,no_email_found,Technology,,yes,no_email_found,Yes,https://wrp.pl/contact,,23/06/2026
kwestiabezpieczenstwa.pl,,,,,,12,smtp_catchall,no_email_found,Blog / Content Site,low,yes,smtp_catchall,Yes,https://kwestiabezpieczenstwa.pl,,23/06/2026
ideabuddy.com,,,,,,12,,no_email_found,Technology,,yes,no_email_found,,,,23/06/2026
radiojura.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
przelom.pl,,,,,,12,,no_email_found,Blog / Content Site,,yes,no_email_found,,,,23/06/2026
rzg.pl,,,,,,12,smtp_catchall,no_email_found,General / Other,low,yes,unclassified_niche; smtp_catchall,,,,23/06/2026
przyslijprzepis.pl,przyslijprzepis@burdamedia.pl,digital.sales@burdamedia.pl,bok@burdamedia.pl,przyslijprzepis@burdamedia.pl | digital.sales@burdamedia.pl | bok@burdamedia.pl,https://przyslijprzepis.pl,12,scraper,needs_manual_check,General / Other,medium,yes,unclassified_niche; domain_mismatch,,,,23/06/2026
tooba.pl,projekty@tooba.pl,,,projekty@tooba.pl,https://tooba.pl,12,scraper,verified,General / Other,high,yes,unclassified_niche,Yes,https://tooba.pl,,23/06/2026
kinodzieci.pl,,,,,,12,,no_email_found,Entertainment,,yes,no_email_found,,,,23/06/2026
hejto.pl,,,,,,12,smtp_catchall,no_email_found,Technology,low,yes,smtp_catchall,,,,23/06/2026
booklips.pl,,,,,,12,,no_email_found,General / Other,,yes,unclassified_niche; no_email_found,,,,23/06/2026
